INFO:     Started server process [1711887]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:7980 (Press CTRL+C to quit)
🚀 APScheduler 已启动：包含 1 分钟采集任务、1 分钟告警巡视与 10 分钟落库任务。
INFO:     10.168.100.143:58878 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58878 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58878 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58879 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58897 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58897 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58898 - "GET /api/servers HTTP/1.1" 200 OK
INFO:     10.168.100.143:58960 - "GET /api/servers HTTP/1.1" 200 OK
